6874.923	119
7480.9023	30
7253.8296	31
7781.442	28
8071.973	30
7509.5	29
7833.114	29
7556.2163	29
7047.5	27
6924.663	30
8123.5845	49
7423.3477	28
7688.7	29
6964.795	27
7862.88	29
7932.0483	28
6724.987	27
7085.6445	26
7854.915	28
7659.0	30
72340.41	956
73776.97	903
73115.0	782
70884.4	747
74835.8	761
71389.0	812
73850.945	761
74078.86	765
73627.44	758
76838.75	719
75085.88	767
71013.1	750
72796.555	1162
73093.79	770
74979.3	776
75298.516	748
73054.68	810
72578.016	752
73587.75	730
75742.86	751
14655.728	34
15216.0	31
15660.02	35
14482.611	35
14712.459	32
15141.657	33
13609.818	32
14218.329	33
14850.894	34
13123.195	21
15698.0	26
15160.207	25
13608.52	25
14662.219	27
14414.5625	25
13845.236	26
14873.673	26
14800.956	26
15816.804	23
14465.0	26
24097.242	59
20806.393	53
21268.676	56
21511.0	54
22964.322	54
22035.225	56
22424.564	56
21040.05	54
21019.0	53
20890.902	52
21235.777	55
21732.123	53
21666.18	56
23487.36	52
22528.908	55
22407.02	56
22005.123	57
21095.238	51
20086.3	53
22093.445	50
30067.969	91
28508.732	92
28625.08	92
29727.785	95
29770.25	93
29633.363	91
30923.908	96
29258.193	93
29290.889	92
28950.75	91
28260.744	95
29917.719	88
31195.102	97
28009.74	89
30384.52	100
28168.47	88
27744.303	91
26852.0	90
28777.84	95
30257.297	91
33721.08	140
36268.9	145
36093.0	138
35187.91	139
35993.87	144
35067.97	142
36496.555	143
38171.58	141
37331.22	137
36641.93	145
36079.0	143
36223.273	141
35561.668	142
34734.363	153
37152.1	135
35262.145	144
37558.71	151
36839.965	138
37187.613	142
35103.24	139
45467.61	212
43410.543	201
41033.668	194
45709.81	220
41965.125	198
45308.273	212
41987.152	199
43771.535	202
45580.61	212
42702.55	205
43317.758	205
45645.246	211
42989.848	201
43903.9	202
41942.5	199
42923.76	202
44861.402	212
43094.72	202
42913.39	205
44306.75	207
53325.867	281
49617.0	282
54685.21	294
50632.5	275
51235.4	276
50048.0	276
53378.81	383
51892.258	283
50032.31	273
50401.348	271
49833.426	279
52454.11	273
54231.758	285
51284.645	287
51750.812	282
49813.594	267
51683.883	268
51675.332	287
51530.863	273
49122.535	283
57487.348	350
58463.957	371
61908.79	374
59682.0	374
60478.805	362
59624.14	371
60222.03	430
56889.21	354
57193.543	357
55455.875	343
56584.04	370
59655.54	368
57325.75	373
57925.047	370
59400.48	378
59341.348	378
57721.145	373
59398.65	354
56877.375	353
59951.48	364
66452.39	443
66068.336	455
68237.47	461
68413.336	525
63882.332	443
67034.7	477
65586.0	465
66252.4	469
64219.5	455
66193.2	452
65856.0	458
65787.56	457
66774.69	448
67866.5	462
65105.902	456
66752.43	473
66188.08	535
66025.336	467
66834.96	529
66550.43	634
