9780.0	10450	100
10090.0	7704	100
9412.0	3946	100
10943.0	3799	100
9695.0	3748	100
9768.0	4540	100
10577.0	3853	100
10193.0	4663	100
9938.0	3974	100
8570.0	4026	100
9898.0	3565	100
9651.0	3988	100
9601.0	3837	100
8942.0	3558	100
9621.0	4320	100
10322.0	4106	100
8805.0	4476	100
10074.0	4487	100
10252.0	4508	100
9581.0	4666	100
94839.0	399715	1000
96967.0	395168	1000
95313.0	409194	1000
96175.0	395465	1000
97776.0	394291	1000
95571.0	420106	1000
97232.0	386016	1000
95876.0	397795	1000
95041.0	411321	1000
98686.0	409812	1000
98484.0	407187	1000
92861.0	394193	1000
96319.0	401918	1000
94004.0	391408	1000
97070.0	393703	1000
98309.0	400139	1000
97403.0	401514	1000
95803.0	387889	1000
97323.0	413021	1000
97698.0	405426	1000
18751.0	21992	200
19593.0	16473	200
19554.0	17173	200
18364.0	15021	200
19574.0	16730	200
19719.0	15419	200
19168.0	17688	200
18676.0	16336	200
19099.0	16888	200
19158.0	16003	200
20377.0	16118	200
19484.0	16289	200
18268.0	17390	200
18967.0	16026	200
19135.0	21808	200
18092.0	20623	200
18833.0	21004	200
18978.0	14691	200
20761.0	15009	200
18763.0	17317	200
29752.0	36855	300
28009.0	38480	300
27832.0	35800	300
28494.0	36785	300
29595.0	37317	300
28973.0	34774	300
28643.0	36589	300
27643.0	34191	300
27199.0	34679	300
28332.0	40926	300
28885.0	36690	300
28761.0	35448	300
27756.0	36040	300
30140.0	36348	300
29337.0	35438	300
28956.0	37321	300
29038.0	34648	300
27668.0	35124	300
27312.0	37394	300
29292.0	37793	300
38265.0	64169	400
37808.0	62238	400
37556.0	62230	400
38244.0	63623	400
38497.0	59976	400
39726.0	61107	400
39941.0	63270	400
38446.0	63450	400
38944.0	63020	400
38298.0	65910	400
37607.0	63163	400
39017.0	63753	400
41740.0	66635	400
38337.0	61600	400
38943.0	66428	400
37670.0	66136	400
37823.0	63499	400
37281.0	66394	400
37351.0	61147	400
39846.0	64505	400
45903.0	98229	500
47365.0	104458	500
48215.0	103246	500
47811.0	104118	500
47671.0	102047	500
47563.0	103798	500
47291.0	95853	500
50484.0	103003	500
48865.0	105005	500
48882.0	98249	500
46651.0	99397	500
47479.0	105197	500
47762.0	99319	500
44345.0	103650	500
49998.0	99627	500
47020.0	101359	500
48705.0	100230	500
48396.0	103819	500
48548.0	99512	500
47478.0	99542	500
58657.0	145794	600
58626.0	142284	600
56099.0	146916	600
58438.0	139731	600
56744.0	142253	600
59055.0	219197	600
57296.0	140337	600
57590.0	143607	600
58313.0	140241	600
56666.0	148381	600
56691.0	144071	600
58528.0	141587	600
57261.0	139103	600
58700.0	141683	600
56746.0	138175	600
56999.0	142752	600
57457.0	151001	600
56611.0	140849	600
57202.0	139230	600
57225.0	146356	600
68636.0	190704	700
65572.0	199978	700
69113.0	196139	700
68196.0	195739	700
66898.0	193662	700
67749.0	197430	700
69739.0	195871	700
67554.0	199941	700
67164.0	199093	700
67195.0	201087	700
66252.0	199587	700
68064.0	199120	700
70504.0	211076	700
65655.0	202857	700
68143.0	194929	700
66644.0	202990	700
68310.0	202543	700
66561.0	199265	700
68884.0	215669	700
65384.0	225654	700
77168.0	273999	800
75999.0	292808	800
78873.0	252706	800
77610.0	265550	800
78349.0	294302	800
77400.0	293947	800
77650.0	293852	800
74294.0	276739	800
75765.0	274146	800
74439.0	271779	800
75832.0	258210	800
76793.0	257390	800
73580.0	248596	800
75578.0	256784	800
76083.0	256912	800
76986.0	261839	800
75668.0	257541	800
77380.0	265095	800
77195.0	253338	800
78303.0	257068	800
88969.0	324391	900
86884.0	326072	900
89345.0	324788	900
90195.0	326174	900
85056.0	340015	900
85957.0	316876	900
85850.0	327475	900
86057.0	324079	900
85049.0	324109	900
87017.0	330422	900
86575.0	328817	900
86278.0	327014	900
87686.0	315557	900
86595.0	345786	900
86495.0	326407	900
87203.0	328257	900
86824.0	455164	900
85369.0	333288	900
87282.0	327581	900
86977.0	322565	900
