6823.0	85435	100
7464.0	21	100
7140.0	21	100
7632.0	19	100
7975.0	163	100
7493.0	63	100
7764.0	382	100
7538.0	60	100
6990.0	20	100
6891.0	61	100
8007.0	20	100
7311.0	61	100
7684.0	20	100
6918.0	20	100
7710.0	61	100
7896.0	60	100
6722.0	62	100
6987.0	399	100
7847.0	59	100
7637.0	145	100
72286.0	491175	1000
73771.0	125	1000
73066.0	50	1000
70793.0	156	1000
74809.0	7	1000
71354.0	80	1000
73752.0	87	1000
74066.0	19	1000
73550.0	8	1000
76829.0	41	1000
74947.0	9	1000
70981.0	7	1000
72788.0	10	1000
73009.0	144	1000
74939.0	45	1000
75271.0	148	1000
73042.0	150	1000
72567.0	98	1000
73482.0	21	1000
75668.0	8	1000
14647.0	8	200
15180.0	8	200
15649.0	23	200
14460.0	3	200
14705.0	35	200
15027.0	8	200
13582.0	4	200
14083.0	3	200
14754.0	3	200
13001.0	36	200
15566.0	4	200
15106.0	36	200
13577.0	4	200
14648.0	6	200
14352.0	9	200
13824.0	76	200
14822.0	4	200
14740.0	7	200
15654.0	4	200
14411.0	8	200
24062.0	40	300
20800.0	4	300
21227.0	4	300
21506.0	19	300
22784.0	18	300
22034.0	3	300
22255.0	4	300
20935.0	4	300
20863.0	47	300
20862.0	9	300
21178.0	3	300
21710.0	20	300
21632.0	9	300
23448.0	4	300
22462.0	7	300
22321.0	33	300
22000.0	4	300
21087.0	4	300
20006.0	4	300
21953.0	3	300
30056.0	11	400
28490.0	11	400
28580.0	4	400
29681.0	94	400
29685.0	22	400
29575.0	5	400
30845.0	11	400
29236.0	47	400
29282.0	10	400
28944.0	5	400
28191.0	4	400
29878.0	4	400
31180.0	22	400
27980.0	5	400
30377.0	4	400
28132.0	4	400
27738.0	4	400
26852.0	22	400
28766.0	4	400
30250.0	4	400
33690.0	5	500
36238.0	5	500
36093.0	62	500
35132.0	69	500
35903.0	12	500
35011.0	5	500
36431.0	12	500
38167.0	12	500
37288.0	24	500
36563.0	55	500
36071.0	11	500
36123.0	5	500
35425.0	5	500
34711.0	6	500
37071.0	12	500
35253.0	5	500
37368.0	127	500
36783.0	5	500
37116.0	27	500
35093.0	5	500
45461.0	141	600
43345.0	32	600
41025.0	6	600
45643.0	62	600
41855.0	7	600
45229.0	6	600
41936.0	6	600
43718.0	29	600
45427.0	13	600
42593.0	30	600
43299.0	6	600
45607.0	29	600
42914.0	29	600
43901.0	62	600
41910.0	13	600
42812.0	6	600
44857.0	5	600
43084.0	5	600
42875.0	15	600
44298.0	5	600
53287.0	33	700
49581.0	17	700
54651.0	38	700
50610.0	7	700
51222.0	34	700
50048.0	6	700
53315.0	14	700
51870.0	15	700
49985.0	16	700
50392.0	6	700
49774.0	6	700
52401.0	6	700
54105.0	16	700
51262.0	14	700
51725.0	6	700
49802.0	6	700
51630.0	16	700
51668.0	465	700
51431.0	208	700
48983.0	16	700
57466.0	6	800
58325.0	17	800
61903.0	6	800
59673.0	35	800
60424.0	7	800
59576.0	7	800
60101.0	7	800
56783.0	7	800
57192.0	6	800
55322.0	7	800
56530.0	36	800
59613.0	7	800
57284.0	6	800
57875.0	17	800
59372.0	6	800
59336.0	38	800
57668.0	18	800
59382.0	7	800
56824.0	7	800
59951.0	19	800
66312.0	20	900
66045.0	7	900
68156.0	44	900
68336.0	18	900
63845.0	8	900
66972.0	9	900
65558.0	112	900
66220.0	8	900
64111.0	7	900
66182.0	8	900
65817.0	7	900
65745.0	38	900
66690.0	128	900
67799.0	8	900
65078.0	8	900
66750.0	17	900
66142.0	7	900
66019.0	245	900
66826.0	18	900
66548.0	184	900
