9780.0	10639	100
10090.0	7068	100
9412.0	3906	100
10943.0	5241	100
9695.0	4985	100
9768.0	4880	100
10577.0	5005	100
10193.0	5823	100
9938.0	5179	100
8570.0	5307	100
9898.0	4789	100
9651.0	3850	100
9601.0	3851	100
8942.0	4767	100
9621.0	5536	100
10322.0	5105	100
8805.0	5486	100
10074.0	5191	100
10252.0	5487	100
9581.0	5144	100
94839.0	397725	1000
96967.0	395243	1000
95313.0	410625	1000
96175.0	394757	1000
97776.0	397602	1000
95571.0	416945	1000
97232.0	388126	1000
95876.0	397228	1000
95041.0	410714	1000
98686.0	408558	1000
98484.0	408295	1000
92861.0	392440	1000
96319.0	439636	1000
94004.0	422857	1000
97070.0	439836	1000
98309.0	420628	1000
97403.0	404260	1000
95803.0	388679	1000
97323.0	415521	1000
97698.0	405863	1000
18751.0	22209	200
19593.0	21795	200
19554.0	22786	200
18364.0	19035	200
19574.0	22166	200
19719.0	21166	200
19168.0	24018	200
18676.0	22014	200
19099.0	22383	200
19158.0	20413	200
20377.0	21423	200
19484.0	21508	200
18268.0	22785	200
18967.0	20929	200
19135.0	22469	200
18092.0	20525	200
18833.0	22095	200
18978.0	20017	200
20761.0	20553	200
18763.0	22448	200
29752.0	42666	300
28009.0	239319	300
27832.0	35569	300
28494.0	42248	300
29595.0	47346	300
28973.0	37143	300
28643.0	44323	300
27643.0	40913	300
27199.0	46531	300
28332.0	45855	300
28885.0	42450	300
28761.0	35462	300
27756.0	34909	300
30140.0	40856	300
29337.0	38172	300
28956.0	42498	300
29038.0	44084	300
27668.0	41457	300
27312.0	42207	300
29292.0	46068	300
38265.0	80394	400
37808.0	65881	400
37556.0	62928	400
38244.0	65682	400
38497.0	71065	400
39726.0	62910	400
39941.0	70431	400
38446.0	65623	400
38944.0	63258	400
38298.0	67696	400
37607.0	69437	400
39017.0	67228	400
41740.0	82069	400
38337.0	64768	400
38943.0	66204	400
37670.0	66753	400
37823.0	66305	400
37281.0	71998	400
37351.0	64188	400
39846.0	86520	400
45903.0	97221	500
47365.0	108702	500
48215.0	112913	500
47811.0	104699	500
47671.0	106553	500
47563.0	104745	500
47291.0	98043	500
50484.0	101781	500
48865.0	105717	500
48882.0	99439	500
46651.0	100163	500
47479.0	116033	500
47762.0	99917	500
44345.0	103421	500
49998.0	103307	500
47020.0	108438	500
48705.0	101043	500
48396.0	103804	500
48548.0	103426	500
47478.0	100698	500
58657.0	144746	600
58626.0	144488	600
56099.0	146987	600
58438.0	142470	600
56744.0	143567	600
59055.0	152264	600
57296.0	141052	600
57590.0	145088	600
58313.0	140593	600
56666.0	144802	600
56691.0	145582	600
58528.0	143198	600
57261.0	138423	600
58700.0	141750	600
56746.0	138304	600
56999.0	143862	600
57457.0	151577	600
56611.0	140772	600
57202.0	140052	600
57225.0	145686	600
68636.0	191876	700
65572.0	199762	700
69113.0	197801	700
68196.0	199131	700
66898.0	196425	700
67749.0	197060	700
69739.0	196223	700
67554.0	201039	700
67164.0	198937	700
67195.0	200025	700
66252.0	196932	700
68064.0	200694	700
70504.0	198737	700
65655.0	197200	700
68143.0	196187	700
66644.0	198602	700
68310.0	198268	700
66561.0	193276	700
68884.0	196442	700
65384.0	201358	700
77168.0	257288	800
75999.0	263245	800
78873.0	251689	800
77610.0	265834	800
78349.0	251377	800
77400.0	264757	800
77650.0	266157	800
74294.0	258929	800
75765.0	255127	800
74439.0	248146	800
75832.0	249038	800
76793.0	259647	800
73580.0	250752	800
75578.0	257290	800
76083.0	256339	800
76986.0	261208	800
75668.0	258324	800
77380.0	265514	800
77195.0	252383	800
78303.0	259752	800
88969.0	324124	900
86884.0	327791	900
89345.0	323434	900
90195.0	328277	900
85056.0	315936	900
85957.0	316663	900
85850.0	324229	900
86057.0	318603	900
85049.0	323750	900
87017.0	329516	900
86575.0	327948	900
86278.0	317200	900
87686.0	312562	900
86595.0	332390	900
86495.0	318707	900
87203.0	324286	900
86824.0	326392	900
85369.0	317136	900
87282.0	318236	900
86977.0	316044	900
