6874.923	134	100
7480.9023	47	100
7253.8296	46	100
7781.442	40	100
8071.973	46	100
7509.5	46	100
7833.114	47	100
7556.2163	45	100
7047.5	42	100
6924.663	46	100
8123.5845	59	100
7423.3477	43	100
7688.7	44	100
6964.795	43	100
7862.88	44	100
7932.0483	42	100
6724.987	43	100
7085.6445	40	100
7854.915	43	100
7659.0	46	100
72340.41	1111	1000
73776.97	1055	1000
73115.0	784	1000
70884.4	747	1000
74835.8	762	1000
71389.0	790	1000
73850.945	762	1000
74078.86	844	1000
73627.44	759	1000
76838.75	720	1000
75085.88	769	1000
71013.1	751	1000
72796.555	752	1000
73093.79	770	1000
74979.3	777	1000
75298.516	749	1000
73054.68	745	1000
72578.016	1035	1000
73587.75	730	1000
75742.86	752	1000
14655.728	111	200
15216.0	32	200
15660.02	36	200
14482.611	35	200
14712.459	33	200
15141.657	34	200
13609.818	33	200
14218.329	34	200
14850.894	34	200
13123.195	30	200
15698.0	35	200
15160.207	34	200
13608.52	33	200
14662.219	37	200
14414.5625	34	200
13845.236	36	200
14873.673	36	200
14800.956	35	200
15816.804	31	200
14465.0	34	200
24097.242	78	300
20806.393	70	300
21268.676	76	300
21511.0	71	300
22964.322	72	300
22035.225	76	300
22424.564	75	300
21040.05	72	300
21019.0	71	300
20890.902	77	300
21235.777	73	300
21732.123	142	300
21666.18	75	300
23487.36	71	300
22528.908	74	300
22407.02	74	300
22005.123	76	300
21095.238	69	300
20086.3	69	300
22093.445	66	300
30067.969	121	400
28508.732	123	400
28625.08	123	400
29727.785	127	400
29770.25	124	400
29633.363	122	400
30923.908	129	400
29258.193	124	400
29290.889	124	400
28950.75	121	400
28260.744	127	400
29917.719	118	400
31195.102	129	400
28009.74	193	400
30384.52	133	400
28168.47	117	400
27744.303	122	400
26852.0	121	400
28777.84	126	400
30257.297	122	400
33721.08	188	500
36268.9	194	500
36093.0	183	500
35187.91	186	500
35993.87	192	500
35067.97	189	500
36496.555	200	500
38171.58	190	500
37331.22	183	500
36641.93	193	500
36079.0	190	500
36223.273	188	500
35561.668	190	500
34734.363	204	500
37152.1	215	500
35262.145	193	500
37558.71	201	500
36839.965	184	500
37187.613	191	500
35103.24	186	500
45467.61	283	600
43410.543	269	600
41033.668	259	600
45709.81	289	600
41965.125	264	600
45308.273	282	600
41987.152	267	600
43771.535	270	600
45580.61	282	600
42702.55	274	600
43317.758	347	600
45645.246	281	600
42989.848	270	600
43903.9	367	600
41942.5	266	600
42923.76	269	600
44861.402	355	600
43094.72	270	600
42913.39	275	600
44306.75	349	600
53325.867	375	700
49617.0	377	700
54685.21	391	700
50632.5	366	700
51235.4	369	700
50048.0	368	700
53378.81	483	700
51892.258	378	700
50032.31	365	700
50401.348	362	700
49833.426	373	700
52454.11	479	700
54231.758	523	700
51284.645	382	700
51750.812	487	700
49813.594	357	700
51683.883	357	700
51675.332	527	700
51530.863	364	700
49122.535	378	700
57487.348	609	800
58463.957	494	800
61908.79	498	800
59682.0	497	800
60478.805	484	800
59624.14	495	800
60222.03	484	800
56889.21	472	800
57193.543	578	800
55455.875	459	800
56584.04	494	800
59655.54	492	800
57325.75	498	800
57925.047	493	800
59400.48	504	800
59341.348	504	800
57721.145	496	800
59398.65	473	800
56877.375	472	800
59951.48	485	800
66452.39	591	900
66068.336	608	900
68237.47	616	900
68413.336	604	900
63882.332	443	900
67034.7	637	900
65586.0	620	900
66252.4	626	900
64219.5	606	900
66193.2	603	900
65856.0	611	900
65787.56	611	900
66774.69	597	900
67866.5	616	900
65105.902	609	900
66752.43	631	900
66188.08	614	900
66025.336	670	900
66834.96	617	900
66550.43	611	900
